-----------------------------------------------------------------------------------------------------------------------------------
                                        S I S T E M A S     D E     M E D I A C I O N                                              
Fecha del reporte: 26/12/2016 10:00                                                                                                
-----------------------------------------------------------------------------------------------------------------------------------
 
-----------------------------------------------------------------------------------------------------------------------------------
Reporte generado a partir del 17 de Octubre de 2016  al   26 de Diciembre de 2016 a las 10:01:23 AM.

TOTAL DE EVENTOS: 11487              MONTO TOTAL DE LOS EVENTOS EN PESOS (M.N): 2,868,700.00
-----------------------------------------------------------------------------------------------------------------------------------
 
 
REGION	FOLIO		FECHA Y HORA		MONTO	CONSUMO
R09	000000009468349	2016-12-09 22:58:27	500.00	Donacion 500
R09	000000003304726	2016-12-09 22:58:37	100.00	Donacion 100
R04	000000008280502	2016-12-09 22:59:40	500.00	Donacion 500
R09	000000007931832	2016-12-09 22:59:46	500.00	Donacion 500
R06	000000003393291	2016-12-09 23:00:27	500.00	Donacion 500
R09	000000003217063	2016-12-09 23:00:29	100.00	Donacion 100
R09	000000008346156	2016-12-09 23:00:38	500.00	Donacion 500
R07	000000004049946	2016-12-09 23:00:50	100.00	Donacion 100
R09	000000008016554	2016-12-09 23:02:02	200.00	Donacion 200
R01	000000004101470	2016-12-09 23:02:12	100.00	Donacion 100
R07	000000004741217	2016-12-09 23:01:54	500.00	Donacion 500
R09	000000003288861	2016-12-09 23:02:00	200.00	Donacion 200
R05	000000003112617	2016-12-09 23:02:03	100.00	Donacion 100
R09	000000008442195	2016-12-09 23:02:19	100.00	Donacion 100
R01	000000009448044	2016-12-09 23:02:41	200.00	Donacion 200
R09	000000008215720	2016-12-09 23:02:41	100.00	Donacion 100
R09	000000008329440	2016-12-09 23:03:03	500.00	Donacion 500
R06	000000004418240	2016-12-09 23:03:33	200.00	Donacion 200
R03	000000007928389	2016-12-09 23:03:34	100.00	Donacion 100
R05	000000003299705	2016-12-09 23:04:03	500.00	Donacion 500
R04	000000007261131	2016-12-09 23:04:19	100.00	Donacion 100
R09	000000005206816	2016-12-09 23:05:33	500.00	Donacion 500
R09	000000005661571	2016-12-09 23:05:34	100.00	Donacion 100
R04	000000008546059	2016-12-09 23:05:40	300.00	Donacion 300
R06	000000003462146	2016-12-09 23:05:20	100.00	Donacion 100
R05	000000001826474	2016-12-09 23:05:37	200.00	Donacion 200
R04	000000008496623	2016-12-09 23:05:40	500.00	Donacion 500
R07	000000009337828	2016-12-09 23:06:02	100.00	Donacion 100
R09	000000005023415	2016-12-09 23:06:21	200.00	Donacion 200
R07	000000002692878	2016-12-09 23:06:34	300.00	Donacion 300
